,Age & BMI,"HRV
(measured during sleep)"
PWY-7977: L-methionine biosynthesis IV,-0.0299744422265077,-0.0299744422265077
PWY-7992: superpathway of menaquinol-8 biosynthesis III,-0.0346579858763707,-0.0346579858763707
PWY-8004: Entner-Doudoroff pathway I,-0.03414723939054805,-0.03414723939054805
PWY-801: homocysteine and cysteine interconversion,-0.03112412872564905,-0.03112412872564905
PWY-8073: lipid IVA biosynthesis (P. putida),-0.03746006351651915,-0.0374600635165191
PWY-8131: 5'-deoxyadenosine degradation II,-0.0356239879814334,-0.0356239879814334
PWY-8178: pentose phosphate pathway (non-oxidative branch) II,-0.03101515756536455,-0.03101515756536455
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction),-0.032052684458495156,-0.0320526844584951
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),-0.033410252435825544,-0.03341025243582555
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,-0.03572302890069395,-0.03572302890069395
PWY-I9: L-cysteine biosynthesis VI (from L-methionine),-0.033538803035043,-0.033538803035043
PWY0-1061: superpathway of L-alanine biosynthesis,-0.0315181208237417,-0.0315181208237417
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,-0.0325406288245219,-0.0325406288245219
PWY0-1261: anhydromuropeptides recycling I,-0.03671541985513205,-0.03671541985513205
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,-0.0329152733773242,-0.0329152733773242
PWY0-1296: purine ribonucleosides degradation,-0.0281408875325036,-0.0281408875325036
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,-0.033266833937199,-0.03326683393719895
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,-0.0342113546552177,-0.0342113546552177
PWY0-1319: CDP-diacylglycerol biosynthesis II,-0.03245315753005955,-0.03245315753005955
PWY0-1337: oleate &beta;-oxidation,-0.0348062743397063,-0.0348062743397063
PWY0-1338: polymyxin resistance,-0.03223089356574995,-0.03223089356574995
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III,-0.03357542643778915,-0.03357542643778915
PWY0-1477: ethanolamine utilization,-0.0358981769503123,-0.0358981769503123
PWY0-1479: tRNA processing,-0.0336322370321651,-0.0336322370321651
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),-0.032581594797230704,-0.032581594797230704
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,-0.0321049216242887,-0.0321049216242887
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),-0.0340804993948804,-0.0340804993948804
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",-0.0349911320834122,-0.0349911320834122
PWY0-42: 2-methylcitrate cycle I,-0.03164449420411955,-0.03164449420411955
PWY0-781: aspartate superpathway,-0.0318535161566728,-0.0318535161566728
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,-0.0337281614380469,-0.0337281614380469
PWY0-862: (5Z)-dodecenoate biosynthesis I,-0.033751793512628706,-0.033751793512628706
PWY1ZNC-1: assimilatory sulfate reduction IV,-0.032977313965032146,-0.032977313965032146
PWY3O-4107: NAD salvage pathway V (PNC V cycle),-0.03125273771689905,-0.0312527377168991
PWY490-3: nitrate reduction VI (assimilatory),-0.03091493689212645,-0.03091493689212645
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),-0.03177542108269475,-0.03177542108269475
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),-0.0317754602928676,-0.0317754602928676
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),-0.034470762489162005,-0.034470762489162005
PWY66-389: phytol degradation,-0.034072642254551755,-0.03407264225455165
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome),-0.033719425364724956,-0.033719425364724956
PWY66-399: gluconeogenesis III,-0.0336994201392478,-0.0336994201392478
PWY66-409: superpathway of purine nucleotide salvage,-0.03309283988077525,-0.03309283988077525
PWY66-429: fatty acid biosynthesis initiation (mitochondria),-0.0346604316930319,-0.0346604316930319
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),-0.0324117873786686,-0.03241178737866855
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),-0.032056943533016,-0.032056943533016
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,-0.03333986432271965,-0.03333986432271965
REDCITCYC: TCA cycle VI (Helicobacter),-0.0324710491722159,-0.0324710491722159
RHAMCAT-PWY: L-rhamnose degradation I,-0.0331236092654906,-0.0331236092654906
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),-0.0346211451179334,-0.0346211451179334
RUMP-PWY: formaldehyde oxidation I,-0.032174834281328196,-0.032174834281328196
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,-0.0339105025484012,-0.0339105025484012
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,-0.03610691393899815,-0.03610691393899815
SO4ASSIM-PWY: assimilatory sulfate reduction I,-0.03291321606250125,-0.03291321606250125
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,-0.0304496106998886,-0.0304496106998886
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,-0.03282543485086445,-0.03282543485086445
TCA: TCA cycle I (prokaryotic),-0.031802431478229753,-0.031802431478229753
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),-0.03440523049323805,-0.03440523049323805
THRESYN-PWY: superpathway of L-threonine biosynthesis,-0.03593000055386675,-0.0359300005538667
TRNA-CHARGING-PWY: tRNA charging,-0.03289425561099625,-0.03289425561099615
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,-0.034459833587830654,-0.034459833587830654
VALSYN-PWY: L-valine biosynthesis,-0.03012017000068825,-0.03012017000068825
